tabua,idade,qx_masc,qx_fem
MI85 Inter. 95,84,0.136729698123653,0.109400297525891
MI85 Inter. 95,85,0.147803389510985,0.120136230726969
MI85 Inter. 95,86,0.159382672457767,0.130930279781558
MI85 Inter. 95,87,0.171619632144712,0.144015116919146
MI85 Inter. 95,88,0.185481062285822,0.157057962916636
MI85 Inter. 95,89,0.199744289429912,0.172481374794544
MI85 Inter. 95,90,0.215778625590681,0.188511909353392
MI85 Inter. 95,91,0.233464693359137,0.208361042885863
MI85 Inter. 95,92,0.253748701306768,0.228328812702382
MI85 Inter. 95,93,0.274640376882676,0.251813025363794
MI85 Inter. 95,94,0.302301039851366,0.275739789429068
MI85 Inter. 95,95,0.324820622953927,0.303354795326584
MI85 Inter. 95,96,0.36000166635181,0.334947863077741
MI85 Inter. 95,97,0.393560625387811,0.369988663398242
MI85 Inter. 95,98,0.426696524239805,0.416787744883227
MI85 Inter. 95,99,0.477272196655235,0.455757017957859
MI85 Inter. 95,100,0.52265578768131,0.518389806619498
MI85 Inter. 95,101,0.57771378766009,0.558451731995586
MI85 Inter. 95,102,0.64582941834845,0.62808766701698
MI85 Inter. 95,103,1,1
MI85 Inter. 95,104,1,1
MI85 Inter. 95,105,1,1
MI85 Inter. 95,106,1,1
MI85 Inter. 95,107,1,1
MI85 Inter. 95,108,1,1
MI85 Inter. 95,109,1,1
MI85 Inter. 95,110,1,1
MI85 Inter. 95,111,1,1
MI85 Inter. 95,112,1,1
MI85 Inter. 95,113,1,1
MI85 Inter. 95,114,1,1
MI85 Inter. 95,115,1,1
MI85 Inter. 95,116,1,1
MI85 Inter. 95,117,1,1
MI85 Inter. 95,118,1,1
MI85 Inter. 95,119,1,1
MI85 Inter. 95,120,1,1
MI85 Inter. 95,121,1,1
MI85 Inter. 95,122,1,1
MI85 Inter. 95,123,1,1
MI85 Inter. 95,124,1,1
MI85 Inter. 95,125,1,1
Light Media Des. 75 Inter. 95,0,0.0,0.0
Light Media Des. 75 Inter. 95,1,0.0,0.0
Light Media Des. 75 Inter. 95,2,0.0,0.0
Light Media Des. 75 Inter. 95,3,0.0,0.0
Light Media Des. 75 Inter. 95,4,0.0,0.0
Light Media Des. 75 Inter. 95,5,0.0,0.0
Light Media Des. 75 Inter. 95,6,0.0,0.0
Light Media Des. 75 Inter. 95,7,0.0,0.0
Light Media Des. 75 Inter. 95,8,0.0,0.0
Light Media Des. 75 Inter. 95,9,0.0,0.0
Light Media Des. 75 Inter. 95,10,0.0,0.0
Light Media Des. 75 Inter. 95,11,0.0,0.0
Light Media Des. 75 Inter. 95,12,0.0,0.0
Light Media Des. 75 Inter. 95,13,0.0,0.0
Light Media Des. 75 Inter. 95,14,0.0,0.0
Light Media Des. 75 Inter. 95,15,0.0000208416991140455,0.000023381736584777
Light Media Des. 75 Inter. 95,16,0.000026796470289487,0.0000300622327518561
Light Media Des. 75 Inter. 95,17,0.0000327512414649286,0.0000367427289189352
Light Media Des. 75 Inter. 95,18,0.0000387060126403702,0.0000434232250860144
Light Media Des. 75 Inter. 95,19,0.0000476381694035325,0.0000534439693366331
Light Media Des. 75 Inter. 95,20,0.0000548337439625041,0.0000601074220504987
Light Media Des. 75 Inter. 95,21,0.0000656684614339678,0.0000719210960249798
Light Media Des. 75 Inter. 95,22,0.0000761519748963034,0.0000837458492819624
Light Media Des. 75 Inter. 95,23,0.0000893787020296094,0.0000980191819214922
Light Media Des. 75 Inter. 95,24,0.000103232298843504,0.000113003726133264
Light Media Des. 75 Inter. 95,25,0.000122369636317626,0.000132843589281922
Light Media Des. 75 Inter. 95,26,0.000140813411443799,0.000152892705278006
Light Media Des. 75 Inter. 95,27,0.000160035463030874,0.000172444007774573
Light Media Des. 75 Inter. 95,28,0.000181810973557404,0.000195872983995008
Light Media Des. 75 Inter. 95,29,0.000209059090943996,0.000221643953881603
Light Media Des. 75 Inter. 95,30,0.000242403365237809,0.000258369923869564
Light Media Des. 75 Inter. 95,31,0.000270006637008514,0.000285754951453652
Light Media Des. 75 Inter. 95,32,0.000301540765569215,0.000319178827444957
Light Media Des. 75 Inter. 95,33,0.000340261910163547,0.000356837113903413
Light Media Des. 75 Inter. 95,34,0.000380724568728643,0.000396228161139292
Light Media Des. 75 Inter. 95,35,0.000428810909378433,0.000452056978374816
Light Media Des. 75 Inter. 95,36,0.000470126824601337,0.000490445936445144
Light Media Des. 75 Inter. 95,37,0.000522187850300246,0.000543843247361925
Light Media Des. 75 Inter. 95,38,0.000581301239062844,0.00059945162644461
Light Media Des. 75 Inter. 95,39,0.000638330022921665,0.000659308926210894
Light Media Des. 75 Inter. 95,40,0.000705564808545935,0.000729411476061019
Light Media Des. 75 Inter. 95,41,0.000778078042491909,0.000805336279315307
Light Media Des. 75 Inter. 95,42,0.000856654309672484,0.000881528992727327
Light Media Des. 75 Inter. 95,43,0.000937485753999021,0.000968462412005779
Light Media Des. 75 Inter. 95,44,0.00102611807739156,0.00105772643130917
Light Media Des. 75 Inter. 95,45,0.00112415176179264,0.00115334780520339
Light Media Des. 75 Inter. 95,46,0.00123074365865888,0.00126801053380408
Light Media Des. 75 Inter. 95,47,0.00134517448784849,0.00137828552348036
Light Media Des. 75 Inter. 95,48,0.0014675282490289,0.00150444598118376
Light Media Des. 75 Inter. 95,49,0.00160360223400738,0.0016385687458887
Light Media Des. 75 Inter. 95,50,0.00174405381988521,0.00178770163950027
Light Media Des. 75 Inter. 95,51,0.00189944548665629,0.00193804171837899
Light Media Des. 75 Inter. 95,52,0.00208073521596595,0.00213200094101135
Light Media Des. 75 Inter. 95,53,0.00227148889074184,0.00232156629542058
Light Media Des. 75 Inter. 95,54,0.00248065320249659,0.00252841697016798
Light Media Des. 75 Inter. 95,55,0.00270471784241998,0.00275585208285143
Light Media Des. 75 Inter. 95,56,0.00295325267273505,0.00300909651245627
Light Media Des. 75 Inter. 95,57,0.00322841650944292,0.00328390995369963
Light Media Des. 75 Inter. 95,58,0.0035474984416827,0.00360938679211752
Light Media Des. 75 Inter. 95,59,0.00388196516579806,0.0039447034355992
Light Media Des. 75 Inter. 95,60,0.00425815536929535,0.00432455086196855
Light Media Des. 75 Inter. 95,61,0.0047241416061199,0.00478341652119885
Light Media Des. 75 Inter. 95,62,0.00515117296311909,0.00521823073089421
Light Media Des. 75 Inter. 95,63,0.00566089676144781,0.00574606224425717
Light Media Des. 75 Inter. 95,64,0.00624615529780466,0.00634385450748394
Light Media Des. 75 Inter. 95,65,0.00692536438864449,0.00699520418658007
Light Media Des. 75 Inter. 95,66,0.00776739296175581,0.00787026041049284
Light Media Des. 75 Inter. 95,67,0.00451163511090642,0.00458494063822044
Light Media Des. 75 Inter. 95,68,0.00524376147300912,0.0053348882319894
Light Media Des. 75 Inter. 95,69,0.00609088878663335,0.00618802825975196
Light Media Des. 75 Inter. 95,70,0.00702184536348468,0.00715036644846453
Light Media Des. 75 Inter. 95,71,0,0
Light Media Des. 75 Inter. 95,72,0,0
Light Media Des. 75 Inter. 95,73,0,0
Light Media Des. 75 Inter. 95,74,0,0
Light Media Des. 75 Inter. 95,75,0,0
Light Media Des. 75 Inter. 95,76,0,0
Light Media Des. 75 Inter. 95,77,0,0
Light Media Des. 75 Inter. 95,78,0,0
Light Media Des. 75 Inter. 95,79,0,0
Light Media Des. 75 Inter. 95,80,0,0
Light Media Des. 75 Inter. 95,81,0,0
Light Media Des. 75 Inter. 95,82,0,0
Light Media Des. 75 Inter. 95,83,0,0
Light Media Des. 75 Inter. 95,84,0,0
Light Media Des. 75 Inter. 95,85,0,0
Light Media Des. 75 Inter. 95,86,0,0
Light Media Des. 75 Inter. 95,87,0,0
Light Media Des. 75 Inter. 95,88,0,0
Light Media Des. 75 Inter. 95,89,0,0
Light Media Des. 75 Inter. 95,90,0,0
Light Media Des. 75 Inter. 95,91,0,0
Light Media Des. 75 Inter. 95,92,0,0
Light Media Des. 75 Inter. 95,93,0,0
Light Media Des. 75 Inter. 95,94,0,0
Light Media Des. 75 Inter. 95,95,0,0
Light Media Des. 75 Inter. 95,96,0,0
Light Media Des. 75 Inter. 95,97,0,0
Light Media Des. 75 Inter. 95,98,0,0
Light Media Des. 75 Inter. 95,99,0,0
Light Media Des. 75 Inter. 95,100,0,0
Light Media Des. 75 Inter. 95,101,0,0
Light Media Des. 75 Inter. 95,102,0,0
Light Media Des. 75 Inter. 95,103,0,0
Light Media Des. 75 Inter. 95,104,0,0
Light Media Des. 75 Inter. 95,105,0,0
Light Media Des. 75 Inter. 95,106,0,0
Light Media Des. 75 Inter. 95,107,0,0
Light Media Des. 75 Inter. 95,108,0,0
Light Media Des. 75 Inter. 95,109,0,0
Light Media Des. 75 Inter. 95,110,0,0
Light Media Des. 75 Inter. 95,111,0,0
Light Media Des. 75 Inter. 95,112,0,0
Light Media Des. 75 Inter. 95,113,0,0
Light Media Des. 75 Inter. 95,114,0,0
Light Media Des. 75 Inter. 95,115,0,0
Light Media Des. 75 Inter. 95,116,0,0
Light Media Des. 75 Inter. 95,117,0,0
Light Media Des. 75 Inter. 95,118,0,0
Light Media Des. 75 Inter. 95,119,0,0
Light Media Des. 75 Inter. 95,120,0,0
Light Media Des. 75 Inter. 95,121,0,0
Light Media Des. 75 Inter. 95,122,0,0
Light Media Des. 75 Inter. 95,123,0,0
Light Media Des. 75 Inter. 95,124,0,0
Light Media Des. 75 Inter. 95,125,0,0
Light Media Des. 25 Inter 95,0,0,0
Light Media Des. 25 Inter 95,1,0,0
Light Media Des. 25 Inter 95,2,0,0
Light Media Des. 25 Inter 95,3,0,0
Light Media Des. 25 Inter 95,4,0,0
Light Media Des. 25 Inter 95,5,0,0
Light Media Des. 25 Inter 95,6,0,0
Light Media Des. 25 Inter 95,7,0,0
Light Media Des. 25 Inter 95,8,0,0
Light Media Des. 25 Inter 95,9,0,0
Light Media Des. 25 Inter 95,10,0,0
Light Media Des. 25 Inter 95,11,0,0
Light Media Des. 25 Inter 95,12,0,0
Light Media Des. 25 Inter 95,13,0,0
Light Media Des. 25 Inter 95,14,0,0
Light Media Des. 25 Inter 95,15,0.0000625250973421364,0.0000701452097543309
Light Media Des. 25 Inter 95,16,0.0000803894108684611,0.0000901866982555683
Light Media Des. 25 Inter 95,17,0.0000982537243947858,0.000110228186756806
Light Media Des. 25 Inter 95,18,0.000116118037921111,0.000130269675258043
Light Media Des. 25 Inter 95,19,0.000142914508210598,0.000160331908009899
Light Media Des. 25 Inter 95,20,0.000164501231887512,0.000180322266151496
Light Media Des. 25 Inter 95,21,0.000197005384301903,0.000215763288074939
Light Media Des. 25 Inter 95,22,0.00022845592468891,0.000251237547845887
Light Media Des. 25 Inter 95,23,0.000268136106088828,0.000294057545764476
Light Media Des. 25 Inter 95,24,0.000309696896530512,0.000339011178399792
Light Media Des. 25 Inter 95,25,0.000367108908952879,0.000398530767845766
Light Media Des. 25 Inter 95,26,0.000422440234331395,0.000458678115834017
Light Media Des. 25 Inter 95,27,0.000480106389092623,0.00051733202332372
Light Media Des. 25 Inter 95,28,0.000545432920672213,0.000587618951985023
Light Media Des. 25 Inter 95,29,0.000627177272831988,0.00066493186164481
Light Media Des. 25 Inter 95,30,0.000727210095713428,0.000775109771608693
Light Media Des. 25 Inter 95,31,0.000810019911025542,0.000857264854360956
Light Media Des. 25 Inter 95,32,0.000904622296707645,0.000957536482334869
Light Media Des. 25 Inter 95,33,0.00102078573049064,0.00107051134171024
Light Media Des. 25 Inter 95,34,0.00114217370618593,0.00118868448341788
Light Media Des. 25 Inter 95,35,0.0012864327281353,0.00135617093512445
Light Media Des. 25 Inter 95,36,0.00141038047380401,0.00147133780933543
Light Media Des. 25 Inter 95,37,0.00156656355090074,0.00163152974208578
Light Media Des. 25 Inter 95,38,0.00174390371718853,0.00179835487933383
Light Media Des. 25 Inter 95,39,0.00191499006876499,0.00197792677863268
Light Media Des. 25 Inter 95,40,0.00211669442563781,0.00218823442818306
Light Media Des. 25 Inter 95,41,0.00233423412747573,0.00241600883794592
Light Media Des. 25 Inter 95,42,0.00256996292901745,0.00264458697818198
Light Media Des. 25 Inter 95,43,0.00281245726199706,0.00290538723601734
Light Media Des. 25 Inter 95,44,0.00307835423217469,0.00317317929392752
Light Media Des. 25 Inter 95,45,0.00337245528537791,0.00346004341561016
Light Media Des. 25 Inter 95,46,0.00369223097597664,0.00380403160141225
Light Media Des. 25 Inter 95,47,0.00403552346354547,0.00413485657044108
Light Media Des. 25 Inter 95,48,0.00440258474708671,0.00451333794355127
Light Media Des. 25 Inter 95,49,0.00481080670202213,0.00491570623766611
Light Media Des. 25 Inter 95,50,0.00523216145965564,0.00536310491850081
Light Media Des. 25 Inter 95,51,0.00569833645996888,0.00581412515513698
Light Media Des. 25 Inter 95,52,0.00624220564789785,0.00639600282303406
Light Media Des. 25 Inter 95,53,0.00681446667222553,0.00696469888626173
Light Media Des. 25 Inter 95,54,0.00744195960748976,0.00758525091050395
Light Media Des. 25 Inter 95,55,0.00811415352725994,0.00826755624855429
Light Media Des. 25 Inter 95,56,0.00885975801820515,0.00902728953736882
Light Media Des. 25 Inter 95,57,0.00968524952832877,0.00985172986109888
Light Media Des. 25 Inter 95,58,0.0106424953250481,0.0108281603763525
Light Media Des. 25 Inter 95,59,0.0116458954973942,0.0118341103067976
Light Media Des. 25 Inter 95,60,0.012774466107886,0.0129736525859057
Light Media Des. 25 Inter 95,61,0.0141724248183597,0.0143502495635966
Light Media Des. 25 Inter 95,62,0.0154535188893573,0.0156546921926826
Light Media Des. 25 Inter 95,63,0.0169826902843434,0.0172381867327715
Light Media Des. 25 Inter 95,64,0.018738465893414,0.0190315635224518
Light Media Des. 25 Inter 95,65,0.0207760931659335,0.0209856125597402
Light Media Des. 25 Inter 95,66,0.0233021788852674,0.0236107812314785
Light Media Des. 25 Inter 95,67,0.0135349053327193,0.0137548219146613
Light Media Des. 25 Inter 95,68,0.0157312844190273,0.0160046646959682
Light Media Des. 25 Inter 95,69,0.0182726663599,0.0185640847792559
Light Media Des. 25 Inter 95,70,0.021065536090454,0.0214510993453936
Light Media Des. 25 Inter 95,71,0,0
Light Media Des. 25 Inter 95,72,0,0
Light Media Des. 25 Inter 95,73,0,0
Light Media Des. 25 Inter 95,74,0,0
Light Media Des. 25 Inter 95,75,0,0
Light Media Des. 25 Inter 95,76,0,0
Light Media Des. 25 Inter 95,77,0,0
Light Media Des. 25 Inter 95,78,0,0
Light Media Des. 25 Inter 95,79,0,0
Light Media Des. 25 Inter 95,80,0,0
Light Media Des. 25 Inter 95,81,0,0
Light Media Des. 25 Inter 95,82,0,0
Light Media Des. 25 Inter 95,83,0,0
Light Media Des. 25 Inter 95,84,0,0
Light Media Des. 25 Inter 95,85,0,0
Light Media Des. 25 Inter 95,86,0,0
Light Media Des. 25 Inter 95,87,0,0
Light Media Des. 25 Inter 95,88,0,0
Light Media Des. 25 Inter 95,89,0,0
Light Media Des. 25 Inter 95,90,0,0
Light Media Des. 25 Inter 95,91,0,0
Light Media Des. 25 Inter 95,92,0,0
Light Media Des. 25 Inter 95,93,0,0
Light Media Des. 25 Inter 95,94,0,0
Light Media Des. 25 Inter 95,95,0,0
Light Media Des. 25 Inter 95,96,0,0
Light Media Des. 25 Inter 95,97,0,0
Light Media Des. 25 Inter 95,98,0,0
Light Media Des. 25 Inter 95,99,0,0
Light Media Des. 25 Inter 95,100,0,0
Light Media Des. 25 Inter 95,101,0,0
Light Media Des. 25 Inter 95,102,0,0
Light Media Des. 25 Inter 95,103,0,0
Light Media Des. 25 Inter 95,104,0,0
Light Media Des. 25 Inter 95,105,0,0
Light Media Des. 25 Inter 95,106,0,0
Light Media Des. 25 Inter 95,107,0,0
Light Media Des. 25 Inter 95,108,0,0
Light Media Des. 25 Inter 95,109,0,0
Light Media Des. 25 Inter 95,110,0,0
Light Media Des. 25 Inter 95,111,0,0
Light Media Des. 25 Inter 95,112,0,0
Light Media Des. 25 Inter 95,113,0,0
Light Media Des. 25 Inter 95,114,0,0
Light Media Des. 25 Inter 95,115,0,0
Light Media Des. 25 Inter 95,116,0,0
Light Media Des. 25 Inter 95,117,0,0
Light Media Des. 25 Inter 95,118,0,0
Light Media Des. 25 Inter 95,119,0,0
Light Media Des. 25 Inter 95,120,0,0
Light Media Des. 25 Inter 95,121,0,0
Light Media Des. 25 Inter 95,122,0,0
Light Media Des. 25 Inter 95,123,0,0
Light Media Des. 25 Inter 95,124,0,0
Light Media Des. 25 Inter 95,125,0,0
